Community,average_occupied_rate,community_center_x,community_center_y,spatial_dispersion,modularity_contribution,average_edge_weight
201,0.0,419978.13239999954,3405957.1513,0.0,0.0,0.0
204,0.0,424963.66160000017,3410253.8144000005,0.0,0.0,0.0
166,0.6038355489050515,417397.2313023256,3409752.6160906977,3007.2895054231026,0.12750379431740008,1.0
206,0.0,387624.4094000002,3400684.3787,0.0,0.0,0.0
207,0.568851414108767,390221.9295175,3397595.7898725,3831.3959219247286,0.08358571251320779,0.9999999999999998
16,0.0,395734.9718000004,3382327.8265000004,0.0,0.0,0.0
1,0.0,402544.60539999977,3377208.4181999993,0.0,0.0,0.0
215,0.0,411204.72020000033,3365334.021299999,0.0,0.0,0.0
26,0.0,397393.1575999996,3383603.9573,0.0,0.0,0.0
23,0.0,408758.12999999995,3376166.7568,0.0,0.0,0.0
226,0.0,420326.7019999996,3363980.0943,0.0,0.0,0.0
237,0.5998356983025318,396169.5796574468,3410363.426219149,4884.220946552502,0.09884341878210613,1.0000000000000002
232,0.0,401733.11780000007,3404668.6899999995,0.0,0.0,0.0
233,0.0,401401.18300000014,3404698.7575,0.0,0.0,0.0
93,0.0,401213.6286000004,3402014.8987000007,0.0,0.0,0.0
48,0.0,415677.61739999993,3384357.7153,0.0,0.0,0.0
21,0.0,407285.0866,3386240.874,0.0,0.0,0.0
247,0.0,398312.1486999998,3402100.673800001,0.0,0.0,0.0
136,0.0,401773.83980000013,3389302.7563000005,0.0,0.0,0.0
159,0.0,420655.78579999966,3396960.0439,0.0,0.0,0.0
41,0.0,411269.4852,3393934.6952,0.0,0.0,0.0
160,0.0,419670.3017999995,3394151.4804999996,0.0,0.0,0.0
5,0.0,431045.2507999996,3400616.8352000006,0.0,0.0,0.0
39,0.0,424413.9517000001,3418682.189200001,0.0,0.0,0.0
195,0.0,427912.2153000002,3410289.4339000005,0.0,0.0,0.0
184,0.0,422107.51989999966,3379734.2741,0.0,0.0,0.0
49,0.0,410017.89429999987,3393671.3828,0.0,0.0,0.0
110,0.0,409750.69369999965,3380952.8916,0.0,0.0,0.0
111,0.0,409281.06919999974,3381229.8647000007,0.0,0.0,0.0
108,0.0,410664.6534000002,3389188.1772000007,0.0,0.0,0.0
56,0.0,408757.48309999984,3394648.1905000005,0.0,0.0,0.0
51,0.0,410816.2015000004,3396385.5629,0.0,0.0,0.0
112,0.0,409681.33430000016,3380688.9013,0.0,0.0,0.0
149,0.0,408775.40660000034,3391795.181,0.0,0.0,0.0
132,0.0,409722.8691999996,3390198.7118999995,0.0,0.0,0.0
196,0.0,425299.29789999966,3392758.3455,0.0,0.0,0.0
60,0.0,405590.97539999994,3393671.4311,0.0,0.0,0.0
13,0.0,400888.7736999998,3383198.0187,0.0,0.0,0.0
55,0.0,409644.50040000025,3396062.8781000003,0.0,0.0,0.0
58,0.0,405275.94780000014,3393650.6789999995,0.0,0.0,0.0
15,0.0,393528.28930000024,3383749.2332000006,0.0,0.0,0.0
202,0.0,420505.49189999973,3407809.4735000003,0.0,0.0,0.0
100,0.0,414389.01910000015,3399185.9460000005,0.0,0.0,0.0
146,0.0,401102.52219999954,3392477.4887000006,0.0,0.0,0.0
145,0.0,401122.63590000005,3392486.9541,0.0,0.0,0.0
91,0.0,410133.94500000024,3398485.8344,0.0,0.0,0.0
235,0.0,400979.92090000026,3402193.405,0.0,0.0,0.0
121,0.0,405491.26209999993,3391818.9245999996,0.0,0.0,0.0
25,0.0,406833.2909000004,3380337.5813999996,0.0,0.0,0.0
129,0.0,412927.2127999999,3390994.4976000004,0.0,0.0,0.0
155,0.0,417013.2514000004,3390734.6406999994,0.0,0.0,0.0
68,0.0,411157.13370000006,3391779.198000001,0.0,0.0,0.0
138,0.0,400980.7170000002,3389399.8144000005,0.0,0.0,0.0
44,0.0,411836.22890000045,3396046.8599999994,0.0,0.0,0.0
198,0.0,410081.4649999999,3403725.4427000005,0.0,0.0,0.0
29,0.0,415447.5872,3387179.036800001,0.0,0.0,0.0
208,0.0,387632.5400999999,3397760.8314999994,0.0,0.0,0.0
250,0.0,419811.28500000015,3377247.0194000006,0.0,0.0,0.0
212,0.0,398881.3300999999,3375031.3747000005,0.0,0.0,0.0
213,0.0,398665.68429999985,3375109.2661000006,0.0,0.0,0.0
211,0.0,398960.41490000015,3375228.8509,0.0,0.0,0.0
77,0.0,406605.93190000014,3398093.1489000004,0.0,0.0,0.0
117,0.0,413911.01109999977,3381949.473200001,0.0,0.0,0.0
234,0.0,401027.1886,3403527.9601000007,0.0,0.0,0.0
131,0.0,410621.49010000005,3391121.8600999992,0.0,0.0,0.0
150,0.0,408869.4570000004,3391559.5133999996,0.0,0.0,0.0
228,0.0,417397.6266000001,3377856.9495,0.0,0.0,0.0
227,0.0,420185.0423999997,3412430.784499999,0.0,0.0,0.0
216,0.0,416667.3838999998,3372911.0668,0.0,0.0,0.0
170,0.0,416635.8104999997,3374063.7530000005,0.0,0.0,0.0
209,0.0,385170.9233999997,3398646.636,0.0,0.0,0.0
119,0.0,406245.23610000033,3390363.908399999,0.0,0.0,0.0
30,0.0,415260.8147,3388354.6394,0.0,0.0,0.0
156,0.0,418346.9195999997,3391153.0429,0.0,0.0,0.0
224,0.0,394030.1083000004,3375893.7348999996,0.0,0.0,0.0
223,0.0,394420.3033999996,3375570.7661000006,0.0,0.0,0.0
236,0.0,398931.4864999997,3403510.8945000004,0.0,0.0,0.0
123,0.0,406222.14190000016,3391404.3165000007,0.0,0.0,0.0
54,0.0,417739.1425999999,3382141.1141,0.0,0.0,0.0
180,0.0,426615.9133000001,3382763.0967,0.0,0.0,0.0
181,0.0,430223.8383,3381482.420499999,0.0,0.0,0.0
241,0.0,398038.9883000003,3406256.0704,0.0,0.0,0.0
240,0.0,397602.74280000007,3405910.1568,0.0,0.0,0.0
243,0.0,397965.6582000004,3405389.1929,0.0,0.0,0.0
242,0.0,397796.1974,3405480.9886000007,0.0,0.0,0.0
176,0.0,429373.6193000004,3383347.3768000007,0.0,0.0,0.0
165,0.0,421039.1113999998,3393190.4936,0.0,0.0,0.0
130,0.0,411402.98429999966,3390905.8320000004,0.0,0.0,0.0
126,0.0,405485.8152999999,3388211.158399999,0.0,0.0,0.0
80,0.0,407001.22960000014,3398242.5304000005,0.0,0.0,0.0
66,0.0,405177.5883,3397042.9966,0.0,0.0,0.0
238,0.0,398257.1201,3407115.9868,0.0,0.0,0.0
59,0.0,404956.55630000023,3395662.2618000004,0.0,0.0,0.0
210,0.0,410824.2774999999,3373677.5574,0.0,0.0,0.0
225,0.0,410897.1139000002,3373522.7651000004,0.0,0.0,0.0
230,0.0,394494.9249,3409076.2206999995,0.0,0.0,0.0
19,0.0,405606.18879999965,3383486.0835,0.0,0.0,0.0
178,0.0,428017.5489999997,3382011.5076,0.0,0.0,0.0
4,0.0,402246.67760000005,3378318.6512,0.0,0.0,0.0
34,0.0,412810.2659999998,3389665.6723999996,0.0,0.0,0.0
62,0.0,406191.54389999993,3394753.488500001,0.0,0.0,0.0
73,0.0,399871.3402000005,3394564.9399,0.0,0.0,0.0
197,0.0,411140.1743000001,3404200.4864000008,0.0,0.0,0.0
97,0.0,407817.3090000004,3400918.3281999994,0.0,0.0,0.0
157,0.0,415230.6118999999,3390951.6347,0.0,0.0,0.0
252,0.0,387368.6591999997,3384554.798699999,0.0,0.0,0.0
76,0.0,407301.07170000015,3395963.1943999995,0.0,0.0,0.0
99,0.0,413839.9442999996,3396155.907400001,0.0,0.0,0.0
203,0.0,418421.4009999996,3408572.633300001,0.0,0.0,0.0
188,0.0,425209.51389999967,3380235.8487,0.0,0.0,0.0
114,0.0,411488.5939999996,3382596.2244000006,0.0,0.0,0.0
205,0.0,416434.7971999999,3409040.3706,0.0,0.0,0.0
154,0.0,414355.18599999975,3403309.5912,0.0,0.0,0.0
153,0.0,434027.49000000017,3391055.960999999,0.0,0.0,0.0
222,0.0,414449.9086999996,3361033.5535000004,0.0,0.0,0.0
220,0.0,414340.9663000004,3361054.6129,0.0,0.0,0.0
229,0.0,395414.21860000025,3410563.626599999,0.0,0.0,0.0
75,0.0,408820.9298,3397097.4783999994,0.0,0.0,0.0
96,0.0,408423.74239999993,3398332.7003000006,0.0,0.0,0.0
137,0.0,401658.6722999997,3391398.2272999994,0.0,0.0,0.0
107,0.0,410104.84420000017,3386155.1257000007,0.0,0.0,0.0
231,0.0,394878.66980000027,3409027.5101999994,0.0,0.0,0.0
127,0.0,402858.5954,3391242.0590000004,0.0,0.0,0.0
27,0.0,396369.5056999996,3391164.7262999993,0.0,0.0,0.0
246,0.0,396013.77080000006,3404158.3116999995,0.0,0.0,0.0
253,0.0,396068.4638999999,3401531.5004,0.0,0.0,0.0
42,0.0,412973.0690000001,3393464.8072,0.0,0.0,0.0
52,0.0,412087.67360000033,3396835.2924000006,0.0,0.0,0.0
90,0.0,409962.3548999997,3398856.3193,0.0,0.0,0.0
81,0.0,404911.0645000003,3398545.3464,0.0,0.0,0.0
84,0.0,407126.1184,3398918.0106000006,0.0,0.0,0.0
105,0.0,409734.00960000046,3385491.704399999,0.0,0.0,0.0
173,0.0,428619.39709999965,3383917.3452000003,0.0,0.0,0.0
169,0.0,428872.6840000004,3384648.4333,0.0,0.0,0.0
168,0.0,428832.2065000003,3384515.7061,0.0,0.0,0.0
174,0.0,428333.3761999998,3384078.3441000003,0.0,0.0,0.0
172,0.0,428424.3855999997,3384392.7425,0.0,0.0,0.0
175,0.0,428256.2692,3384249.4223,0.0,0.0,0.0
171,0.0,429126.00430000015,3384234.3652,0.0,0.0,0.0
148,0.0,407410.8136999998,3391296.8407000005,0.0,0.0,0.0
147,0.0,407410.8136999998,3391296.8407000005,0.0,0.0,0.0
249,0.0,392081.7039999999,3407836.775800001,0.0,0.0,0.0
143,0.0,403175.56759999966,3387371.8467999995,0.0,0.0,0.0
133,0.0,409817.91129999986,3390193.9324,0.0,0.0,0.0
45,0.0,412391.7840999998,3392308.674799999,0.0,0.0,0.0
193,0.0,429496.6694,3411334.2282,0.0,0.0,0.0
103,0.0,408703.4132000003,3385461.3188000005,0.0,0.0,0.0
190,0.0,433335.0247999998,3414807.4401,0.0,0.0,0.0
86,0.0,407169.33700000023,3398664.8914,0.0,0.0,0.0
8,0.0,424161.2790000001,3417473.4075000007,0.0,0.0,0.0
69,0.0,412152.45849999966,3392025.2233000007,0.0,0.0,0.0
38,0.0,411659.5696,3393927.5254,0.0,0.0,0.0
72,0.0,401831.7199999997,3395363.4826999996,0.0,0.0,0.0
122,0.0,403556.0407999996,3389488.0766,0.0,0.0,0.0
191,0.0,440127.83650000015,3387795.3772,0.0,0.0,0.0
192,0.0,435789.3915999997,3418002.8958,0.0,0.0,0.0
61,0.0,405645.95210000034,3393401.0200999994,0.0,0.0,0.0
161,0.0,421088.1610000003,3393493.948000001,0.0,0.0,0.0
14,0.0,406094.1628,3372386.2508000005,0.0,0.0,0.0
94,0.0,401812.1986999996,3402674.6329999994,0.0,0.0,0.0
200,0.0,409182.84059999976,3404770.3320000004,0.0,0.0,0.0
187,0.0,430293.1917000003,3378671.4021000005,0.0,0.0,0.0
179,0.0,426280.44890000013,3383592.1215000004,0.0,0.0,0.0
88,0.0,410058.1287000002,3399897.4353,0.0,0.0,0.0
183,0.0,421882.8304000003,3385203.4250000007,0.0,0.0,0.0
106,0.0,409939.1058,3385490.6619000006,0.0,0.0,0.0
194,0.0,426972.90120000014,3417953.5393,0.0,0.0,0.0
239,0.0,401349.8349000001,3410675.534,0.0,0.0,0.0
251,0.0,397586.4528000001,3400820.0579000004,0.0,0.0,0.0
248,0.0,397917.4352000002,3400831.7518000007,0.0,0.0,0.0
33,0.0,412260.55379999994,3386684.4609,0.0,0.0,0.0
128,0.0,406379.9013,3392229.2688999996,0.0,0.0,0.0
139,0.0,401116.09360000025,3388382.748,0.0,0.0,0.0
67,0.0,406134.98199999984,3392296.4344,0.0,0.0,0.0
87,0.0,408328.91550000006,3397600.4923,0.0,0.0,0.0
92,0.0,413133.40529999975,3399199.9693,0.0,0.0,0.0
47,0.0,412110.5592,3392202.8462000005,0.0,0.0,0.0
98,0.0,413567.0902000005,3396225.204399999,0.0,0.0,0.0
102,0.0,409397.2558000004,3385191.6569,0.0,0.0,0.0
50,0.0,410049.6846000002,3393472.3332,0.0,0.0,0.0
79,0.0,406896.8904999997,3398171.1689,0.0,0.0,0.0
152,0.0,415835.4343999997,3394506.2131,0.0,0.0,0.0
101,0.0,414493.35929999966,3395604.586100001,0.0,0.0,0.0
63,0.0,403561.0213000001,3392605.9102,0.0,0.0,0.0
89,0.0,410340.03799999965,3399493.646400001,0.0,0.0,0.0
244,0.0,396549.81879999954,3404224.7299000006,0.0,0.0,0.0
12,0.0,399207.86039999966,3387391.0770999994,0.0,0.0,0.0
2,0.0,427622.36890000006,3392384.715,0.0,0.0,0.0
214,0.0,409315.32739999983,3372126.5735,0.0,0.0,0.0
120,0.0,406089.02440000046,3391221.0270000007,0.0,0.0,0.0
142,0.0,402702.6661999999,3387436.3748000003,0.0,0.0,0.0
151,0.0,414367.06630000006,3395186.7322000004,0.0,0.0,0.0
177,0.0,426739.8525,3384745.2225,0.0,0.0,0.0
125,0.0,402770.6711999997,3390258.2305999994,0.0,0.0,0.0
218,0.0,411361.8399999999,3368277.5764000006,0.0,0.0,0.0
9,0.0,396775.3454,3385419.5068999995,0.0,0.0,0.0
245,0.0,396649.0093999999,3404220.7737000007,0.0,0.0,0.0
254,0.0,419235.8397000004,3410872.304199999,0.0,0.0,0.0
65,0.0,405884.7770999996,3392535.4661,0.0,0.0,0.0
140,0.0,401993.1898999997,3392350.1139,0.0,0.0,0.0
162,0.0,417666.9105000002,3393563.1794000007,0.0,0.0,0.0
115,0.0,410304.20469999965,3379052.749399999,0.0,0.0,0.0
95,0.0,407795.3400999997,3399383.0309999995,0.0,0.0,0.0
118,0.0,403896.8302999996,3389614.0252,0.0,0.0,0.0
46,0.0,414100.0565999998,3395463.2962999996,0.0,0.0,0.0
11,0.0,394305.3735999996,3384658.8743,0.0,0.0,0.0
185,0.0,425276.1840000004,3382809.5145999994,0.0,0.0,0.0
182,0.0,426027.59449999966,3382305.020300001,0.0,0.0,0.0
186,0.0,424634.81230000034,3380950.9363,0.0,0.0,0.0
35,0.0,411406.4494000002,3388641.5243,0.0,0.0,0.0
217,0.0,411630.90010000014,3367865.7337,0.0,0.0,0.0
43,0.0,411321.7995999996,3395278.1096,0.0,0.0,0.0
219,0.0,414349.88939999975,3361061.8785,0.0,0.0,0.0
221,0.0,414458.6835000002,3361060.7641,0.0,0.0,0.0
24,0.0,406878.5935000004,3379237.6219999995,0.0,0.0,0.0
57,0.0,394795.1138000004,3400434.8057000004,0.0,0.0,0.0
199,0.0,409651.1692000004,3404086.1304,0.0,0.0,0.0
